userName,score,content,at,cleaned,sentiment
Muhammad Salman,5,suka gak ngasi pinjaman,2025-07-31 08:44:31,suka gak ngasi pinjaman,negative
Yuli Kristiono,1,hapus semua data saya.. jangan salah gunakan semua data saya. apabila di salah gunakan akan saya tuntut.,2025-07-31 07:44:54,hapus semua data saya.. jangan salah gunakan semua data saya. apabila di salah gunakan akan saya tuntut.,negative
Dikdik dikdik,1,g jelas udh lunas tanpa telat limit ada tp g bisa di pakai... bikin kecewaaaa,2025-07-31 06:00:32,g jelas udh lunas tanpa telat limit ada tp g bisa di pakai... bikin kecewaaaa,negative
AULIA RAHMAH JAHRAH AULIA001,5,kasih bintang 5 aja padahal sllu di tolak,2025-07-31 00:23:28,kasih bintang 5 aja padahal sllu di tolak,negative
Ismail Andang,5,sangat mudah untuk digunakan sebagai dana darurat,2025-07-30 21:48:35,sangat mudah untuk digunakan sebagai dana darurat,positive
Yoga Prasetyo,5,"terimakasih julo, aplikasi yg sangat mantap. semoga selalu tetap di ACC terus ya.",2025-07-30 20:55:41,"terimakasih julo, aplikasi yg sangat mantap. semoga selalu tetap di ACC terus ya.",positive
gojek kobong,4,limit dalam proses aktivasi... maksudnya gimana ya?,2025-07-30 20:07:38,limit dalam proses aktivasi... maksudnya gimana ya?,negative
Rohman Nurhakim,1,"ribet , banyak persyaratan ujung ujung tidak di acc",2025-07-30 19:55:18,"ribet , banyak persyaratan ujung ujung tidak di acc",negative
Zahira Fairus,1,goblog gak ngotal kalo potong saldo,2025-07-30 19:21:51,goblog gak ngotal kalo potong saldo,negative
Endras Suseno,5,apk julo ini sangat bagus dan membantu buat kebutuhan dadakan,2025-07-30 17:44:01,apk julo ini sangat bagus dan membantu buat kebutuhan dadakan,positive
Heri Waluyo,1,👎👎😁 prosesnya dipersulit,2025-07-30 15:48:42,prosesnya dipersulit,negative
Zaki Cain,1,"untuk admin atau cs JULO ini saya member baru daftar di apk pinjaman online julo, kok lama sekali akun saya dapat limitnya. ini jadinya bagaimana, perasaan saya sudah isi dgn baik benar dan tepat, tapi hasilnya malah lama keluar limitnya. Tolong admin atau cs JULO data pribadi saya jgn sekali-kali disalahgunakan.",2025-07-30 14:55:22,"untuk admin atau cs JULO ini saya member baru daftar di apk pinjaman online julo, kok lama sekali akun saya dapat limitnya. ini jadinya bagaimana, perasaan saya sudah isi dgn baik benar dan tepat, tapi hasilnya malah lama keluar limitnya. Tolong admin atau cs JULO data pribadi saya jgn sekalikali disalahgunakan.",negative
Catur4 Annisa,5,aplikasi tak bermutu modus saja data sudah di isi semua tidak di kasi pinjaman saya mohon saya tidak ada pinjam di aplikasi ini saya mohon jangan salah gunakan data data saya,2025-07-30 12:51:56,aplikasi tak bermutu modus saja data sudah di isi semua tidak di kasi pinjaman saya mohon saya tidak ada pinjam di aplikasi ini saya mohon jangan salah gunakan data data saya,negative
Peggy Parasyani,2,kenapa sekarang susah sekali untuk penarikan dana ya ? padahal bayar selalu tepat waktu . tolong dong kembalikan julo seperti dahulu,2025-07-30 12:39:04,kenapa sekarang susah sekali untuk penarikan dana ya ? padahal bayar selalu tepat waktu . tolong dong kembalikan julo seperti dahulu,negative
Tri Hardiyanto,1,applikasi error trus,2025-07-30 12:38:47,applikasi error trus,negative
ziah fauziah,1,aplikasi paling brutal ini nagihnya jatuh tempo masih 5 hari tapi ditelponin setiap saat di-spam sms gila sih udah gitu bunganya tinggi banget,2025-07-30 12:38:37,aplikasi paling brutal ini nagihnya jatuh tempo masih 5 hari tapi ditelponin setiap saat dispam sms gila sih udah gitu bunganya tinggi banget,negative
Imam Syh,3,"tolong hapus data saya ka terimakasih,",2025-07-30 12:27:14,"tolong hapus data saya ka terimakasih,",neutral
Ahmad Zaenudin,5,julo is the best,2025-07-30 10:55:17,julo is the best,positive
Indri Prita,1,penipu,2025-07-30 09:52:21,penipu,negative
Budi S Fadillah,2,"Kurang memuaskan baru saja daftar dapat limit satu juta,pas di tarik ada keterangan belum ada pemberi dana,terus itu buat apa angka limit yg sudah ada,apa sekedar pajangan..hmmm kecewa!!!",2025-07-30 09:21:18,"Kurang memuaskan baru saja daftar dapat limit satu juta,pas di tarik ada keterangan belum ada pemberi dana,terus itu buat apa angka limit yg sudah ada,apa sekedar pajangan..hmmm kecewa!!!",negative
Wan Rahmad Maulana,1,"hampir rata2 histori konsumen pengguna JULO mengalami permasalahan yang sama limit tidak bisa digunakan,, ini entah pengguna yang salah atau aplikasi yang tidak jelas,,,.peraturan boleh tapi harus sejalan sama logika dan nalar",2025-07-30 09:12:21,"hampir rata2 histori konsumen pengguna JULO mengalami permasalahan yang sama limit tidak bisa digunakan,, ini entah pengguna yang salah atau aplikasi yang tidak jelas,,,.peraturan boleh tapi harus sejalan sama logika dan nalar",negative
Lia Yana,5,sangat baik dan membantuok,2025-07-30 07:27:55,sangat baik dan membantuok,positive
reggie septiyan,1,"makin kesini makin ngawur JULO limit nganggur ga bisa ke pake, tiap bulan bayar ga pernah telat terasa percuma! 1 hari sebelum jatuh tempo di telepon lebih dari 6x pdhl sudah di angkat tapi di spam trs giliran untuk pelayanan 0 besar. percuma komplain ke CS jg ujung-ujung suruh cek secara berkala!",2025-07-30 04:17:57,"makin kesini makin ngawur JULO limit nganggur ga bisa ke pake, tiap bulan bayar ga pernah telat terasa percuma! 1 hari sebelum jatuh tempo di telepon lebih dari 6x pdhl sudah di angkat tapi di spam trs giliran untuk pelayanan 0 besar. percuma komplain ke CS jg ujungujung suruh cek secara berkala!",negative
Habibilah,1,saya yang bernama habibilah meminta pihak julo menghapus data saya.apabila pihak julo menyalah gunakan data saya.saya akan menuntut di jalur hukum. dan saya tidak ada sangkutan cicilan di apk julo dan apk manapun karna saya tidak di acc pihak julo,2025-07-30 03:20:22,saya yang bernama habibilah meminta pihak julo menghapus data saya.apabila pihak julo menyalah gunakan data saya.saya akan menuntut di jalur hukum. dan saya tidak ada sangkutan cicilan di apk julo dan apk manapun karna saya tidak di acc pihak julo,negative
liestian cahya,1,apk nya udah gak guna,2025-07-30 02:46:40,apk nya udah gak guna,negative
Leisa Lis,1,tidak bisa hapus akun,2025-07-29 22:44:53,tidak bisa hapus akun,neutral
Zaky al,5,"saya uninstall julo karena saya mau masuk gabisa daftar pun gabisa,pin udah benar padahal tapi di keterangan nya salah,email udah tapi salah katanya,nah saya tidak memiliki pinjaman sama sekali di julo,jadi saya ingin data saya aman jangan sampai ada yang makai,dan apabila ada yang makai data saya saya tidak ingin bertanggung jawab atas segala nya,dan saya akan laporkan ke pihak berwajib,saya kasih bintang 5 agar ternotice,mohon kerjasamanya",2025-07-29 22:43:29,"saya uninstall julo karena saya mau masuk gabisa daftar pun gabisa,pin udah benar padahal tapi di keterangan nya salah,email udah tapi salah katanya,nah saya tidak memiliki pinjaman sama sekali di julo,jadi saya ingin data saya aman jangan sampai ada yang makai,dan apabila ada yang makai data saya saya tidak ingin bertanggung jawab atas segala nya,dan saya akan laporkan ke pihak berwajib,saya kasih bintang 5 agar ternotice,mohon kerjasamanya",negative
ILHAM HIDAYAT,1,"Aplikasi paling berisik, jatuh tempo 3 hari lagi, nelpon sehari 5x. Limit 10jt lebih, transaksi 150rb dompet digital harus nunggu 1x24 jam? sedangkan tulisannya transaksi lebih dari 10 menit dapat cashback? WARAS? ada bukti SS kalo mau.",2025-07-29 21:20:35,"Aplikasi paling berisik, jatuh tempo 3 hari lagi, nelpon sehari 5x. Limit 10jt lebih, transaksi 150rb dompet digital harus nunggu 1x24 jam? sedangkan tulisannya transaksi lebih dari 10 menit dapat cashback? WARAS? ada bukti SS kalo mau.",negative
siti rofaah,5,julo sangat memuaskan,2025-07-29 19:31:18,julo sangat memuaskan,positive
Pipih Sopiah,1,sekarang julo sudah tidak bisa di andalkan aplikasi sudah sepi tidak ada pemberi dana. jadi kami disaat keadaan darurat tidak bisa menarik dana sungguh mengecewakan,2025-07-29 19:01:11,sekarang julo sudah tidak bisa di andalkan aplikasi sudah sepi tidak ada pemberi dana. jadi kami disaat keadaan darurat tidak bisa menarik dana sungguh mengecewakan,negative
Daryadi Muhammad,1,"Tagihan sudah lunas, pas mau pinjam atau isi pulsa malah gak bisa. keterangan nya *TIDAK ADA PEMBERI DANA* PAYAHH !!!",2025-07-29 18:56:19,"Tagihan sudah lunas, pas mau pinjam atau isi pulsa malah gak bisa. keterangan nya TIDAK ADA PEMBERI DANA PAYAHH !!!",negative
Arshynta Kirania putri,3,kenapa setiap pengajuan selalu tidak bisa..pdhal ada limitnya. dgan alasan.. belum ada pemberi dana. pdhal dulu tidak seperti ini😔,2025-07-29 18:40:30,kenapa setiap pengajuan selalu tidak bisa..pdhal ada limitnya. dgan alasan.. belum ada pemberi dana. pdhal dulu tidak seperti ini,negative
ruhiat wijaya,5,untuk Julo terdepan dan sukses selalu👍👍👍👍👍👍,2025-07-29 18:37:08,untuk Julo terdepan dan sukses selalu,positive
Group DJ Parna,5,setelah pendaftaran dan dapat limit pinjaman malah tidak bisa di tarik,2025-07-29 18:26:31,setelah pendaftaran dan dapat limit pinjaman malah tidak bisa di tarik,negative
Angga Bastian,3,"Saya kurangin bintang nya sekarang susah buat transaksi nya padahal saya ga pernah terlambat bayar angsuran tp kenapa saya transaksi gagal terus...aneh lama2 nih aplikasi,sampai detik julo masih tidak bisa di gunakan limit nya entah apa yg salah dengan diri nya benar2 aneh",2025-07-29 18:21:50,"Saya kurangin bintang nya sekarang susah buat transaksi nya padahal saya ga pernah terlambat bayar angsuran tp kenapa saya transaksi gagal terus...aneh lama2 nih aplikasi,sampai detik julo masih tidak bisa di gunakan limit nya entah apa yg salah dengan diri nya benar2 aneh",negative
Alan Sofyan,1,"Sudah 2 bulan Terakhir ini Julo Tidak ada PENDANA Terus, Biasanya ga pernah sampe seperti ini, Pembayaran saya Lancar dari awal pake JULO di tahun 2021, Biasanya limit masih ada dan masih bisa di gunakan lagi walaupun masih ada cicilan dan ini saya sudah melunasi semua cicilan dan limit kembali ketika mau tarik dana atau digunakan untuk yg lain nya malah muncul notif ""Tidak Ada Penyedia Dana Untuk Saat Ini"" Masa sampe selama itu kah? TOLONG DI PERBAIKI LAGI APLIKASI ATAU SISTEM NYA!!!",2025-07-29 17:56:28,"Sudah 2 bulan Terakhir ini Julo Tidak ada PENDANA Terus, Biasanya ga pernah sampe seperti ini, Pembayaran saya Lancar dari awal pake JULO di tahun 2021, Biasanya limit masih ada dan masih bisa di gunakan lagi walaupun masih ada cicilan dan ini saya sudah melunasi semua cicilan dan limit kembali ketika mau tarik dana atau digunakan untuk yg lain nya malah muncul notif Tidak Ada Penyedia Dana Untuk Saat Ini Masa sampe selama itu kah? TOLONG DI PERBAIKI LAGI APLIKASI ATAU SISTEM NYA!!!",negative
Dod Hutabarat.,1,gagal verifikasi,2025-07-29 17:47:31,gagal verifikasi,negative
Xxx Xxx,1,"BAYAR TEPAT WAKTU, LIMIT MALAH GA BISA DI PAKAI, SANGAT MENGECEWAKAN SEKALI JULO, NOT RECOMMENDED",2025-07-29 16:45:33,"BAYAR TEPAT WAKTU, LIMIT MALAH GA BISA DI PAKAI, SANGAT MENGECEWAKAN SEKALI JULO, NOT RECOMMENDED",positive
Reza Pratama,1,"PADAHAL GA PERNAH TELAT BAYAR DAN SELALU TEPAT WAKTU, LIMIT ADA TAPI GA BISA DITARIK, PADAHAL SAYA UDH 2TAHUN MAKE JULO DAN TIDAK PERNAH TELAT, TAPI KENAPA LIMIT TIDAK BISA DICAIRKAN, SELALU PEMBERI DANA BELUM TERSEDIA🙏🏻",2025-07-29 16:41:21,"PADAHAL GA PERNAH TELAT BAYAR DAN SELALU TEPAT WAKTU, LIMIT ADA TAPI GA BISA DITARIK, PADAHAL SAYA UDH 2TAHUN MAKE JULO DAN TIDAK PERNAH TELAT, TAPI KENAPA LIMIT TIDAK BISA DICAIRKAN, SELALU PEMBERI DANA BELUM TERSEDIA",negative
Ucha Mathilda,1,not recommended,2025-07-29 16:37:56,not recommended,negative
Sri wahyuni,5,cukup bagus...bunga rendah,2025-07-29 16:30:31,cukup bagus...bunga rendah,positive
EMA 1796,1,saya tidak punya hutang d aplikasi ini mohon jangan gunakan data sya🙏,2025-07-29 16:11:54,saya tidak punya hutang d aplikasi ini mohon jangan gunakan data sya,neutral
Nasrullah SH,1,"aplikasinya tidak membantu solusi,tidak di ACC padahal data lengkap, padahal sering di ACC di aplikasi lain,karena SCOR nya cukup",2025-07-29 15:52:30,"aplikasinya tidak membantu solusi,tidak di ACC padahal data lengkap, padahal sering di ACC di aplikasi lain,karena SCOR nya cukup",negative
CP,1,"makin kacau julo. alasan system,alasan ini itu. tertulis jelas TIDAK ADA PEMBERI Dana. alasan tdk ad limit dll",2025-07-29 15:30:49,"makin kacau julo. alasan system,alasan ini itu. tertulis jelas TIDAK ADA PEMBERI Dana. alasan tdk ad limit dll",negative
rony wijaya,1,julo bangkrut limit tidak bisa dicairkan,2025-07-29 15:18:07,julo bangkrut limit tidak bisa dicairkan,negative
Tri Wiyani,5,"mohon maaf saya gak jadi pinjam karna baru mau aja udah email gak valid dan NIK gak calon padahal sebelumnya gak pernah daftar sm sekali jika ada yg mengatasnamakan saya,saya tidak akan bertanggung jawab terimakasih",2025-07-29 14:50:22,"mohon maaf saya gak jadi pinjam karna baru mau aja udah email gak valid dan NIK gak calon padahal sebelumnya gak pernah daftar sm sekali jika ada yg mengatasnamakan saya,saya tidak akan bertanggung jawab terimakasih",negative
Yosua Ricky,1,"28 Februari 2025, saya edit : Tidak pernah telat bayar dan sudah 2x lunas dan selalu bisa pinjam kembali. Tapi sekarang Tidak bisa mengajukan kembali padahal limit masih 1,9 juta lagi dengan alasan ""Belum menemukan Pencairan Dana"". Trus itu limit nya ngapain ada.",2025-07-29 14:31:42,"28 Februari 2025, saya edit Tidak pernah telat bayar dan sudah 2x lunas dan selalu bisa pinjam kembali. Tapi sekarang Tidak bisa mengajukan kembali padahal limit masih 1,9 juta lagi dengan alasan Belum menemukan Pencairan Dana. Trus itu limit nya ngapain ada.",negative
Sulton Aulia,1,pada tangal 29 07 2025 sayah hapus apliaksi ini awas di sebarluaskan data sayah a,2025-07-29 13:43:01,pada tangal 29 07 2025 sayah hapus apliaksi ini awas di sebarluaskan data sayah a,neutral
Indra Xiaomi,5,Yth bpk/ibu tolong hapus data saya karna pengajuan di tolak aplikasi. jangan salah gunakan data saya. Terimakasih🙏,2025-07-29 13:32:29,Yth bpkibu tolong hapus data saya karna pengajuan di tolak aplikasi. jangan salah gunakan data saya. Terimakasih,neutral
alimin juli,1,"tidak sesuai harapan kaya awal""",2025-07-29 13:24:35,tidak sesuai harapan kaya awal,negative
Dangers Stiawan,1,saya sudah menyerahkan data pribadi...tpi blum bisa untuk mengajukan....tolong hapus data saya... ...dan jangan d salah gunakan ...kalo tiba tiba ada masalah penagiham...saya akan bawa ke jalur hukum .. ..karna apl ini ..tidak di lengkapi dengan pembatalan pengajuan ...dan tidak bisa menghapus data yg sudah d rekam ...,2025-07-29 12:17:47,saya sudah menyerahkan data pribadi...tpi blum bisa untuk mengajukan....tolong hapus data saya... ...dan jangan d salah gunakan ...kalo tiba tiba ada masalah penagiham...saya akan bawa ke jalur hukum .. ..karna apl ini ..tidak di lengkapi dengan pembatalan pengajuan ...dan tidak bisa menghapus data yg sudah d rekam ...,negative
Teguh wicaksono,5,semoga dapat membantu.,2025-07-29 11:48:48,semoga dapat membantu.,positive
Nurhidayat Alamsyah,5,ok,2025-07-29 09:58:44,ok,negative
Hartono Tono,3,sekelas julo pencairan limit kok masih nunggu pendana.. dulu aja setiap saat bisa bukan makin maju makin mundur,2025-07-29 08:59:27,sekelas julo pencairan limit kok masih nunggu pendana.. dulu aja setiap saat bisa bukan makin maju makin mundur,negative
Wahyudi Wahyu,5,semoga hari ini bisa cair biar buru buru di kirim buat biaya kuliah anak,2025-07-29 08:54:15,semoga hari ini bisa cair biar buru buru di kirim buat biaya kuliah anak,neutral
Faizathul ilmiyah Murniati,3,maaf sy kasih bintang 3 karena pinjaman saya di tolak .dan saya tidak bisa hapus akun..pertgl 29 juli 2025 .saya roza imarothon masruroh...menegaskan bahwa saya tidak pernh mengajukan pinjaman apapun di aplikasi julo ini...dan tidak pernah menerima dana apapun..jadi mohon jangan salahgunakan data sya..kalau ada penagihan atas nama saya ..saya tidak bertanggung jawab. dan sya akan melaporkan ke pihak yg berwajib apabila data saya di salhgunakan.trimkash,2025-07-29 08:31:04,maaf sy kasih bintang 3 karena pinjaman saya di tolak .dan saya tidak bisa hapus akun..pertgl 29 juli 2025 .saya roza imarothon masruroh...menegaskan bahwa saya tidak pernh mengajukan pinjaman apapun di aplikasi julo ini...dan tidak pernah menerima dana apapun..jadi mohon jangan salahgunakan data sya..kalau ada penagihan atas nama saya ..saya tidak bertanggung jawab. dan sya akan melaporkan ke pihak yg berwajib apabila data saya di salhgunakan.trimkash,negative
Ismey Ismeymey,5,"saya sudah install apk ini namun susah masuk ,katanya nomor nik terdaftar padahal dulu pernah pake pengajuan tapi di tolak terus dan tidak di ACC , saya dulu juga sudah hapus akun , dan Sekarang mau masuk lagi gak bisa bisa , tolong di hapus data saya karna saya tidak jadi lanjut kan pengajuan saya ,, dan saya akan hapus apk ini , mohon jgn salah gunakan",2025-07-29 07:47:36,"saya sudah install apk ini namun susah masuk ,katanya nomor nik terdaftar padahal dulu pernah pake pengajuan tapi di tolak terus dan tidak di ACC , saya dulu juga sudah hapus akun , dan Sekarang mau masuk lagi gak bisa bisa , tolong di hapus data saya karna saya tidak jadi lanjut kan pengajuan saya ,, dan saya akan hapus apk ini , mohon jgn salah gunakan",neutral
Nadi Tieto,3,semoga aja,2025-07-29 07:33:35,semoga aja,neutral
Main Recehan,1,"di telponin terus jatuh tempo masih lama , giliran di bayar limit gak bisa di pakai sampai semua fitur di kunci",2025-07-29 02:50:09,"di telponin terus jatuh tempo masih lama , giliran di bayar limit gak bisa di pakai sampai semua fitur di kunci",negative
Sinta Nuraini,5,sangat bagus walaupun belum di setujui juga,2025-07-29 01:12:03,sangat bagus walaupun belum di setujui juga,positive
Jajang Koplak321,1,kasih bintang 1 dulu karna tidak di acc,2025-07-28 23:33:15,kasih bintang 1 dulu karna tidak di acc,neutral
Lukman Hakim,5,Mudahan bisa minjem beneran. Amin,2025-07-28 23:22:35,Mudahan bisa minjem beneran. Amin,positive
Dhani Mahendra,1,aplikasi tidak berguna,2025-07-28 23:00:50,aplikasi tidak berguna,negative
soni Mbeuh,5,Sangah gmpang,2025-07-28 22:40:33,Sangah gmpang,negative
Kendra Nelson,1,"apk gajelas,beli pulsa belum kekirim tp limit udah berkurang dan ada riwayat transaksi di tagihan aktif mana customer service nya gak ngasih jawaban yg jelas lagi",2025-07-28 22:05:59,"apk gajelas,beli pulsa belum kekirim tp limit udah berkurang dan ada riwayat transaksi di tagihan aktif mana customer service nya gak ngasih jawaban yg jelas lagi",negative
Bahran Jungkal,1,susah pinjam diaplikasi ini kalau pinjam selalu gagal dan ditolak terus,2025-07-28 21:16:18,susah pinjam diaplikasi ini kalau pinjam selalu gagal dan ditolak terus,negative
Wanda,1,saya chek scorlife saya kenapa saya ada pengajuan di apk ini . dan tidak hilang2 pengajuan nya .padahal sudah gagal pengajuan nya,2025-07-28 19:40:00,saya chek scorlife saya kenapa saya ada pengajuan di apk ini . dan tidak hilang2 pengajuan nya .padahal sudah gagal pengajuan nya,negative
amel kocak,1,Sy sudah mendaftar tp di tolak.maaf per tgl 28 juli 2025 sy uninstal.ga ada pinjaman apa pun krna vrevekasi gagal.mohon data sy jgn fi salah gunakan ya🙏,2025-07-28 19:02:50,Sy sudah mendaftar tp di tolak.maaf per tgl 28 juli 2025 sy uninstal.ga ada pinjaman apa pun krna vrevekasi gagal.mohon data sy jgn fi salah gunakan ya,negative
Erianto anto,5,mantap,2025-07-28 18:29:12,mantap,positive
Brian,5,limit yang ada seperti tidak guna karena terkunci,2025-07-28 18:11:18,limit yang ada seperti tidak guna karena terkunci,negative
Babajuba Forfun,5,"cukup bagus, cepat cair, kedepan semoga bisa tenornya panjang sampai 12bln, seperti yang lain,, mantappp,,",2025-07-28 17:28:49,"cukup bagus, cepat cair, kedepan semoga bisa tenornya panjang sampai 12bln, seperti yang lain,, mantappp,,",positive
Awan Dhika,1,"padahal bayar tagihan tidak pernah telat, selalu tepat waktu. tapi mau mengajukan pinjaman lagi malah tidak bisa.",2025-07-28 17:16:03,"padahal bayar tagihan tidak pernah telat, selalu tepat waktu. tapi mau mengajukan pinjaman lagi malah tidak bisa.",negative
Handy Lisdhiyanto,1,ini aplikasi terburuk jangan instal & gunakan aplikasi ini,2025-07-28 14:42:06,ini aplikasi terburuk jangan instal gunakan aplikasi ini,negative
Ciko Apek,1,"sudah pengajuan tapi ditolak.tolong hapus data saya,apa bila terjadi sesuatu kepada data saya,saya akan lapor kan ke pihak berwajib",2025-07-28 11:52:13,"sudah pengajuan tapi ditolak.tolong hapus data saya,apa bila terjadi sesuatu kepada data saya,saya akan lapor kan ke pihak berwajib",negative
Jamaludin Jamaludin,2,"Perusahaan Pembiayaan Paling Aneh Di Indonesia,,,Nasabah Sudah Melunasi Tepat Waktu,,Mengajukan Kembali,,Dari Tahun 2018 Sampai Sekarang 2025 Tidak Pernah Di Acc,,,Mungkin Sampai Langit Runtuh Pun Tidak Akan Di Acc,,😊😊 ..Apa Kesalahan Saya Terhadap Perusahaan Julo,,Terkecuali Saya Tidak Melunasi Pinjaman Saya Di Julo..Ini Sudah Saya Bayar lunas Dan Tepat Waktu...Perusahaan Aneh ,Yang Memiliki Karyawan Dan Tim Analis Tidak Profesional",2025-07-28 11:33:37,"Perusahaan Pembiayaan Paling Aneh Di Indonesia,,,Nasabah Sudah Melunasi Tepat Waktu,,Mengajukan Kembali,,Dari Tahun 2018 Sampai Sekarang 2025 Tidak Pernah Di Acc,,,Mungkin Sampai Langit Runtuh Pun Tidak Akan Di Acc,, ..Apa Kesalahan Saya Terhadap Perusahaan Julo,,Terkecuali Saya Tidak Melunasi Pinjaman Saya Di Julo..Ini Sudah Saya Bayar lunas Dan Tepat Waktu...Perusahaan Aneh ,Yang Memiliki Karyawan Dan Tim Analis Tidak Profesional",negative
Alvandy Putra,2,dulu bagus sekarang sangat mengecewakan.dulu masih bisa minjam sebelum jam 23.30 atau sesudah 00.30.sekarang pinjam atau topup diatas jam19.00 udah susah banget.macam tak niat dan harus nunggu 1x24 jam.,2025-07-28 11:00:44,dulu bagus sekarang sangat mengecewakan.dulu masih bisa minjam sebelum jam 23.30 atau sesudah 00.30.sekarang pinjam atau topup diatas jam19.00 udah susah banget.macam tak niat dan harus nunggu 1x24 jam.,negative
Alvy Harik Saputra,1,sudah tidak bisa diandalkan padahal kredit lancar tidak pernah telat bayar,2025-07-28 10:45:16,sudah tidak bisa diandalkan padahal kredit lancar tidak pernah telat bayar,positive
Indah Pratiwi,1,"Udah gabisa dipake lagi, padahal udh bertahun tahun pake dan selalu rajin gapernah telat bayar, sekarang bad banget apk nya!!",2025-07-28 09:35:08,"Udah gabisa dipake lagi, padahal udh bertahun tahun pake dan selalu rajin gapernah telat bayar, sekarang bad banget apk nya!!",negative
Awin Erwin,1,"parah nie lama lama ada limit tdk bisa narik,pdhl tdk pernah telat,kagak lagi maw pinjam disini,cukup udh kecewa,",2025-07-28 09:24:13,"parah nie lama lama ada limit tdk bisa narik,pdhl tdk pernah telat,kagak lagi maw pinjam disini,cukup udh kecewa,",negative
Nurul Fadilah,1,"kata nya satu hari kerja ini udh tiga hari status nya masih nunggu verivikasi terus, payah bgt",2025-07-28 07:19:05,"kata nya satu hari kerja ini udh tiga hari status nya masih nunggu verivikasi terus, payah bgt",negative
kholish majied,1,bunga gila gede bgt.. penarikan dana susah padahl bayar lebih awal..,2025-07-28 06:19:31,bunga gila gede bgt.. penarikan dana susah padahl bayar lebih awal..,negative
Bayu Permana,1,"limit ada tidak bisa di cairkan, sangat konyol!!!",2025-07-28 03:14:14,"limit ada tidak bisa di cairkan, sangat konyol!!!",negative
Genjiah Oriazawa,1,"lawak data dah bener semua, ikutin semua rules nya tapi pengajuan tidak di acc, limit tidak ada pengahpusan akun jg tidak ada tolong hapus data2 saya, 28/Juli/2025 saya telah menguinstall apk ini, jika terjadi sesuatu diluar kendali saya, saya tidak bertanggung jawab. terimakasih",2025-07-28 01:51:50,"lawak data dah bener semua, ikutin semua rules nya tapi pengajuan tidak di acc, limit tidak ada pengahpusan akun jg tidak ada tolong hapus data2 saya, 28Juli2025 saya telah menguinstall apk ini, jika terjadi sesuatu diluar kendali saya, saya tidak bertanggung jawab. terimakasih",negative
