userName,score,content,at,cleaned,sentiment
fresy jones agustian Agustian,5,efisien,2025-07-31 09:29:10,efisien,positive
Bashit Child,1,bang ga amanah penipu buat apa da aplikasi ga bisa ngebantu,2025-07-31 09:28:04,bang ga amanah penipu buat apa da aplikasi ga bisa ngebantu,negative
Dika Pratama,3,pengajuan saya gagal padahal nomor bank sesuai dengan ktp pendaftaran sangat susah ada aja masalahny kemarin masalah verifikasih wajah tidak dikenal sekarang ada lagi masalah ingin edit ktp yg buram pun tidak bisa gimana ini apa yg bisa sy lakukan,2025-07-31 09:24:45,pengajuan saya gagal padahal nomor bank sesuai dengan ktp pendaftaran sangat susah ada aja masalahny kemarin masalah verifikasih wajah tidak dikenal sekarang ada lagi masalah ingin edit ktp yg buram pun tidak bisa gimana ini apa yg bisa sy lakukan,negative
Sebastian Kapo,5,bagus ringkas dan mudah,2025-07-31 09:18:43,bagus ringkas dan mudah,positive
Acong,5,suh tidak ribet,2025-07-31 09:17:12,suh tidak ribet,positive
Laura Anida,5,"mau tanya ni kak , kalo kita lunasi pembayaran, setelah lunas boleh ngajuin lagi nga",2025-07-31 09:15:47,"mau tanya ni kak , kalo kita lunasi pembayaran, setelah lunas boleh ngajuin lagi nga",neutral
Jayanti Setianingrum_11,1,"sumpah g pernah semuak ini sama pinjol, di telponin pagi-siang-sore-malem setiap hari udah kaya gw punya pinjaman disini, padahal spam telpon buat penawaran, tolong deh stop!!!",2025-07-31 09:15:01,"sumpah g pernah semuak ini sama pinjol, di telponin pagisiangsoremalem setiap hari udah kaya gw punya pinjaman disini, padahal spam telpon buat penawaran, tolong deh stop!!!",negative
Resky 03,5,rekomendasi,2025-07-31 09:11:48,rekomendasi,positive
Metia Farina,1,"Jangan ada yang mau pakai aplikasi ini karena ancaman mengerikan, teror melalui media sosial sebar ke inbox teman teman!!!! 😤🤯",2025-07-31 08:39:11,"Jangan ada yang mau pakai aplikasi ini karena ancaman mengerikan, teror melalui media sosial sebar ke inbox teman teman!!!!",negative
Evandora Aprillia Rahman,5,good service,2025-07-31 08:23:45,good service,positive
Zulfan,1,Spam telfon sehingga membuat kenyamanan hidup saya terganggu. Aplikasi sangat Buruk !,2025-07-31 08:10:11,Spam telfon sehingga membuat kenyamanan hidup saya terganggu. Aplikasi sangat Buruk !,negative
Nurul Huda,1,ga bisa hapus data padahal saya ga jadi pinjam udah ngajuin berkali kali tetap ngga di acc yaudah saya ga jdi pinjam malah ngga di acc trs jga ga bisa hapus data lagi,2025-07-31 08:04:10,ga bisa hapus data padahal saya ga jadi pinjam udah ngajuin berkali kali tetap ngga di acc yaudah saya ga jdi pinjam malah ngga di acc trs jga ga bisa hapus data lagi,negative
Rohim Nima,5,cepet si emnk pengajuan nya+cair nya sayang sekali. cairin 600k masa masuk ke rekening 540k. 60k terlalu gede banget. ditambah biaya cicilan nya. total dilunasi 847rban,2025-07-31 07:49:43,cepet si emnk pengajuan nyacair nya sayang sekali. cairin 600k masa masuk ke rekening 540k. 60k terlalu gede banget. ditambah biaya cicilan nya. total dilunasi 847rban,negative
Ami Zumri,1,pinjaman di tolak sbgai bukti,2025-07-31 07:42:53,pinjaman di tolak sbgai bukti,negative
Zulfahmi Fahmi,1,"agak mengecewakan sih.saya sudah bayar hutang sebelum jatuh tempo,eh giliran ngajuin lagi mala di batal kan,gimana sih.padahal waktu pinjaman pertama tidak ada masalah.malah ceoet lagi.jujur kecewa",2025-07-31 07:17:27,"agak mengecewakan sih.saya sudah bayar hutang sebelum jatuh tempo,eh giliran ngajuin lagi mala di batal kan,gimana sih.padahal waktu pinjaman pertama tidak ada masalah.malah ceoet lagi.jujur kecewa",negative
Miken Sya,5,sangat bagus,2025-07-31 07:15:22,sangat bagus,positive
Hosea Landry,5,lama cairnya,2025-07-31 07:08:28,lama cairnya,positive
aisyah nst,5,proses mudah bngtt baru kali ini nemu pinjol.proses cepet dan mudah gk repot😍,2025-07-31 07:04:58,proses mudah bngtt baru kali ini nemu pinjol.proses cepet dan mudah gk repot,positive
Goenawan Whibisono,5,bagus,2025-07-31 05:35:05,bagus,positive
Hadi Fishing,5,ok,2025-07-31 04:08:32,ok,negative
Febi Musdean Tanjung,1,pembayaran g bermasalah tiba tiba g bisa minjam,2025-07-31 00:58:10,pembayaran g bermasalah tiba tiba g bisa minjam,negative
Tri Lestari,5,bagaimna cara hapus data saya .soal nya pinjaman saya d tolak saya tidak ada sangkut apapun d apk ini,2025-07-31 00:54:48,bagaimna cara hapus data saya .soal nya pinjaman saya d tolak saya tidak ada sangkut apapun d apk ini,negative
sidabutar sterling,5,ok cepat,2025-07-31 00:27:12,ok cepat,negative
Wewe Gombel,5,maaf min kalo belum menikah apa boleh pinjam,2025-07-31 00:25:24,maaf min kalo belum menikah apa boleh pinjam,neutral
Aris zai,1,Aplikasi ini tidak jelas masa pengajuan pijaman Rp 200000 aja setengah mati prosesnya.klau seperti ini saya copot aja apknya tidak ada gunanya buat sampah aja di hp ku dan saya tidak jadi mengajukan pijaman di apk ini,2025-07-31 00:25:16,Aplikasi ini tidak jelas masa pengajuan pijaman Rp 200000 aja setengah mati prosesnya.klau seperti ini saya copot aja apknya tidak ada gunanya buat sampah aja di hp ku dan saya tidak jadi mengajukan pijaman di apk ini,negative
asep Ferliansyah99,5,ok,2025-07-31 00:01:02,ok,negative
Seno Bm,5,luar biasa.. mantap..,2025-07-31 00:01:01,luar biasa.. mantap..,positive
Dewis Tapos 1,1,"tadinya respek eh pas pinjaman kedua tiba2 gak di ACC, bismillah uninstall",2025-07-30 23:55:01,"tadinya respek eh pas pinjaman kedua tiba2 gak di ACC, bismillah uninstall",negative
Rudi Setiawan,5,tp sayang sudah lunas tidak bisa pinjem lg..😁😁😁,2025-07-30 23:38:42,tp sayang sudah lunas tidak bisa pinjem lg..,negative
Achmadilhamvikri 97,1,"saya pinjaman pertama 200 ribu saya terima 170 terus saya lunasin, saya pinjem lagi yg ke 2 200 ribu lagi, saya terima 160 ditambah lagi ada bunga nya, saya kira murah bunga nya sampe tiap hari nelponin ngasih penawaran, gatau nya aplikasi bobrok",2025-07-30 23:23:08,"saya pinjaman pertama 200 ribu saya terima 170 terus saya lunasin, saya pinjem lagi yg ke 2 200 ribu lagi, saya terima 160 ditambah lagi ada bunga nya, saya kira murah bunga nya sampe tiap hari nelponin ngasih penawaran, gatau nya aplikasi bobrok",negative
Bude Jawa,5,proses nya GK ribet langsung cair makasih buat aplk ne,2025-07-30 23:11:44,proses nya GK ribet langsung cair makasih buat aplk ne,negative
Militan Muda,1,"astaga, tiba2 pengajuan pinjaman banyak banget. akun seabank saya di retas trus dikirim2 gak jelas. pinter banget. mana di TF buat bayar pinjol sendiri pula. gila ini apk... jng download kalau gak mau nyesel data di salah gunakan.",2025-07-30 22:15:44,"astaga, tiba2 pengajuan pinjaman banyak banget. akun seabank saya di retas trus dikirim2 gak jelas. pinter banget. mana di TF buat bayar pinjol sendiri pula. gila ini apk... jng download kalau gak mau nyesel data di salah gunakan.",negative
saepul maulana,1,"akun macam apa udah dilunasi dengan baik, pas mau mengajukan kembali di tolak terus anehh apk gak amanah",2025-07-30 22:09:40,"akun macam apa udah dilunasi dengan baik, pas mau mengajukan kembali di tolak terus anehh apk gak amanah",negative
Lambok junaedy Simanjuntak,5,mantap pencairannya cepat👍👍👍👍,2025-07-30 21:54:11,mantap pencairannya cepat,positive
Pepi Pradana,1,mohon maaf tolong data data saya di hapus larna saya tidak jadi meminjam,2025-07-30 21:52:24,mohon maaf tolong data data saya di hapus larna saya tidak jadi meminjam,neutral
Nanang Nang,5,👍👍👍👍,2025-07-30 21:49:59,,ERROR
Riska Aprianti,5,cs nya sangat fast respon dan sangat membantu dalam menyelesaikan masalah.,2025-07-30 21:33:13,cs nya sangat fast respon dan sangat membantu dalam menyelesaikan masalah.,positive
Agus Kiswadi,5,sangat bagus,2025-07-30 21:32:06,sangat bagus,positive
Nur Kamaludin,5,mantap aplikasinya,2025-07-30 21:05:28,mantap aplikasinya,positive
Iman Bj88,1,apk krennn,2025-07-30 20:41:24,apk krennn,positive
Iwang Ki,5,ACC lah,2025-07-30 20:30:20,ACC lah,positive
Egi Yudistira,5,pertama pinjam cepat langsung di acc...mantapppp,2025-07-30 20:27:53,pertama pinjam cepat langsung di acc...mantapppp,positive
Hanif Maqil,5,membantu,2025-07-30 20:25:46,membantu,positive
Dolly Martin munthe,1,"sebelum jatuh tempo saya udh lunasi semua tagihan saya,Trus saya mau mengajukan pinjaman lagi,tapi tidak bsa,saya kecewa",2025-07-30 20:20:02,"sebelum jatuh tempo saya udh lunasi semua tagihan saya,Trus saya mau mengajukan pinjaman lagi,tapi tidak bsa,saya kecewa",negative
Sandi Nurdiansyah,5,mantap,2025-07-30 20:18:18,mantap,positive
Pencari Fakta,1,"aplikasi jelek dalam hal pembayaran, sudah tau di bayarkan di hari itu, dan tidak pernah nunggak, malah wa ke orang², pdahal emng sy byr tapat waktu, mending easy cash, ini parah no rekomended, auto hapus, no rekomendasi, mendingan pakai easy cash atau kredivo",2025-07-30 20:18:07,"aplikasi jelek dalam hal pembayaran, sudah tau di bayarkan di hari itu, dan tidak pernah nunggak, malah wa ke orang, pdahal emng sy byr tapat waktu, mending easy cash, ini parah no rekomended, auto hapus, no rekomendasi, mendingan pakai easy cash atau kredivo",negative
Blue Lagoon,1,"aplikasi Batman.. cma mau liat limit aja alhmdulillah tdk llos jdi tidak punya sangkutan,, awas ya data saya jgn di salahgunakan.. mulai hari ini 30-7-2025.jam.20.15.saya uninstall app ini..",2025-07-30 20:13:24,"aplikasi Batman.. cma mau liat limit aja alhmdulillah tdk llos jdi tidak punya sangkutan,, awas ya data saya jgn di salahgunakan.. mulai hari ini 3072025.jam.20.15.saya uninstall app ini..",negative
Sugianto Duda,5,baik,2025-07-30 20:02:36,baik,positive
fadilah-,5,mantapp prosess cepat 💪,2025-07-30 20:01:20,mantapp prosess cepat,positive
karman suwandi,1,dari 2019 hitungan detik langsung auto riject. mantappppp bener. promo tiap hari nyepam,2025-07-30 19:44:41,dari 2019 hitungan detik langsung auto riject. mantappppp bener. promo tiap hari nyepam,negative
Sigit Rafael,5,bagus,2025-07-30 19:38:18,bagus,positive
Iis S,5,ok,2025-07-30 19:32:33,ok,negative
Hudri Hamzah,3,"per tanggal 30 Juli saya sudah membayar dan melunasi pinjaman saya, tapi tagihan saya di aplikasi masih ada. Saya memiliki bukti pembayaran. jika pihak rupiah cepat melakukan penagihan saya akan laporkan kepada OJK.",2025-07-30 19:22:19,"per tanggal 30 Juli saya sudah membayar dan melunasi pinjaman saya, tapi tagihan saya di aplikasi masih ada. Saya memiliki bukti pembayaran. jika pihak rupiah cepat melakukan penagihan saya akan laporkan kepada OJK.",neutral
Apro Sardin,1,aplikasi terbangsat... padahal sudah bayar lunas tagihan..tapi tidak di kasih limit lagi,2025-07-30 19:11:54,aplikasi terbangsat... padahal sudah bayar lunas tagihan..tapi tidak di kasih limit lagi,negative
Vivo Terbaru,5,rupiah cepat ini memang gak ada dua nya.. sangat gerjcp.. semoga semakin sukses selalu..,2025-07-30 19:00:42,rupiah cepat ini memang gak ada dua nya.. sangat gerjcp.. semoga semakin sukses selalu..,positive
erwin nurjaman,5,RUPIAH CEPAT is thebest,2025-07-30 19:00:38,RUPIAH CEPAT is thebest,positive
Revan Maulana,5,"pencairan nya cepat langsung masuk ke rekening,mantap pokonya Bagus sekali",2025-07-30 18:45:07,"pencairan nya cepat langsung masuk ke rekening,mantap pokonya Bagus sekali",positive
Fahri Alawi,1,"abis selesai ngelunasin padahal bayar ga telat , trus ga bisa minjem lagi pinjeman gagal , aplikasi bodohhh busukkkk",2025-07-30 18:31:15,"abis selesai ngelunasin padahal bayar ga telat , trus ga bisa minjem lagi pinjeman gagal , aplikasi bodohhh busukkkk",negative
Wandi Kuswandi,5,bagus,2025-07-30 18:23:48,bagus,positive
Riska Rosdiantini,5,kerenn walau limit pertama kecil,2025-07-30 18:09:12,kerenn walau limit pertama kecil,negative
Hidayatullah,5,"awalnya saya nyoba pinjam pad dapat limit 200rb, jauh sebelum jatuh tempo udah saya lunasin, tapi anehnya pas pengajuan kedua kali malah ditolak sampai sekarang sudah 3 bln lebih tidak bisa pinjam lagi, aneh",2025-07-30 17:58:55,"awalnya saya nyoba pinjam pad dapat limit 200rb, jauh sebelum jatuh tempo udah saya lunasin, tapi anehnya pas pengajuan kedua kali malah ditolak sampai sekarang sudah 3 bln lebih tidak bisa pinjam lagi, aneh",negative
Doni12 Setiawan3,5,"pinjaman bagus menurut saya, soal nya bisa di andalkan ketika butuh dana cepat mendesak",2025-07-30 17:45:05,"pinjaman bagus menurut saya, soal nya bisa di andalkan ketika butuh dana cepat mendesak",positive
rosiyana azahra,5,Good,2025-07-30 17:33:57,Good,positive
Pari yanto,4,"proses cepat,hanya beberapa menit cair,say sangat senang,karena bisa membantu kebutuhan yg saya perlukan",2025-07-30 17:32:17,"proses cepat,hanya beberapa menit cair,say sangat senang,karena bisa membantu kebutuhan yg saya perlukan",positive
IFANDY BUKANAUNG,5,Sangat cepat dan bagus,2025-07-30 17:31:40,Sangat cepat dan bagus,positive
Ahmad Bustomi,1,aplikasi ga jelas... ga penah daftar nomor gw d spam terus bangke,2025-07-30 17:30:26,aplikasi ga jelas... ga penah daftar nomor gw d spam terus bangke,negative
Meisy Megautami,3,tolong hapus data saya karna pengajuan saya ditolak,2025-07-30 17:14:47,tolong hapus data saya karna pengajuan saya ditolak,neutral
Lucky Aditya,1,bisa ga sih gau usah ganggu orang telpon2 terus tiap hari nawarin pinjaman spam banget njir sehari nelpon sampe 3x 😑,2025-07-30 16:44:43,bisa ga sih gau usah ganggu orang telpon2 terus tiap hari nawarin pinjaman spam banget njir sehari nelpon sampe 3x,negative
Nana Wulan,1,"telat sehari di teror terus asli jangan pinjem dsini deh berisik bgt tuh colector yg cewek , klo gak mendesak mending gak usah pinjol deh",2025-07-30 16:41:13,"telat sehari di teror terus asli jangan pinjem dsini deh berisik bgt tuh colector yg cewek , klo gak mendesak mending gak usah pinjol deh",negative
M yususp Rohmat,4,"yang terhormat bapak ataw ibu.. saya yang bernama.. m yusup rohmat.. meminta tolong untuk menghapus data""peribadi saya d aplikasi ini.. d karnaken pinjaman saya tidak dapat d peroses atau d tolak..sya tunggu balasan dari bpk ibu terimakasih...",2025-07-30 16:34:16,yang terhormat bapak ataw ibu.. saya yang bernama.. m yusup rohmat.. meminta tolong untuk menghapus dataperibadi saya d aplikasi ini.. d karnaken pinjaman saya tidak dapat d peroses atau d tolak..sya tunggu balasan dari bpk ibu terimakasih...,neutral
Muhammad Rahman,5,sangat bagus di rekomendasikan sangat cepat di ACC nya bagus Poko nya,2025-07-30 16:32:40,sangat bagus di rekomendasikan sangat cepat di ACC nya bagus Poko nya,positive
Aden Putra,1,tdk perlu kirim SMS pemberitahuan klo gk pernah di acc.. hoax,2025-07-30 16:30:41,tdk perlu kirim SMS pemberitahuan klo gk pernah di acc.. hoax,negative
Iqbal Prayogi,1,yang ngasih ulasan bagus ini stafnya semua ... coba aja tes sendiri apk busuk pembayaran masih ditanggal sudah nelfon sana sini belum lewat tanggal macam ngasih limit jutaan aja,2025-07-30 16:10:10,yang ngasih ulasan bagus ini stafnya semua ... coba aja tes sendiri apk busuk pembayaran masih ditanggal sudah nelfon sana sini belum lewat tanggal macam ngasih limit jutaan aja,negative
Sandy1933 San,5,ok bgt,2025-07-30 16:08:31,ok bgt,negative
Antonius Dwi Nugroho,5,"apk apa ini, saya coba mijam tapi tidak bisa dcairin, tolong jaga data saya, sya tdak pernah minjam uang dsini",2025-07-30 16:05:34,"apk apa ini, saya coba mijam tapi tidak bisa dcairin, tolong jaga data saya, sya tdak pernah minjam uang dsini",negative
Timbul Situmorang,5,sangat membantu keperluan mendadak,2025-07-30 16:00:56,sangat membantu keperluan mendadak,positive
Erwin Dwirudiyanto,5,bagus,2025-07-30 15:56:46,bagus,positive
Negara Cahya,1,mohon dihapuskan data pinjaman saya dari ojk saya sudah melunasinya terimakasih. atas nama Cahya putra abdi negara,2025-07-30 15:55:44,mohon dihapuskan data pinjaman saya dari ojk saya sudah melunasinya terimakasih. atas nama Cahya putra abdi negara,neutral
Agung Sulaksono Saputra,5,gampang d acc mudah gk ribet👍,2025-07-30 15:49:58,gampang d acc mudah gk ribet,positive
Azka Alfarizki,1,udh ulans gak bisa lagi pinjam aneh ambil Bungnya aja,2025-07-30 15:37:35,udh ulans gak bisa lagi pinjam aneh ambil Bungnya aja,negative
iwan Santoso,5,cepat sih gak lama pencariannya tapi masih kecil limitnya,2025-07-30 15:36:18,cepat sih gak lama pencariannya tapi masih kecil limitnya,negative
Muhamad nur Rohman,1,"di terror sama telfon dari ni apk , bilangnya selalu nawarin embel'ampas , masih lebih baik kredivo",2025-07-30 15:34:09,"di terror sama telfon dari ni apk , bilangnya selalu nawarin embel'ampas , masih lebih baik kredivo",negative
Rizky Mureza,5,saya sudah mengisi data tapi ditolak asem,2025-07-30 15:24:03,saya sudah mengisi data tapi ditolak asem,neutral
Susi Ira,5,bagus,2025-07-30 15:21:45,bagus,positive
Erlinda Effendie,5,bagus,2025-07-30 15:20:41,bagus,positive
Ameliyah Nur'aenih,1,tolong dong jangan spam Mulu saya engga jadi daftar ya jangan ganggu ga jls bngt,2025-07-30 15:17:21,tolong dong jangan spam Mulu saya engga jadi daftar ya jangan ganggu ga jls bngt,negative
May Anggraeni,5,aplikasi yg sngt membantu no ribet no tipu2 cicilan murah bisa d ccil perbulan dngn jangka waktu 3 bulan,2025-07-30 15:17:16,aplikasi yg sngt membantu no ribet no tipu2 cicilan murah bisa d ccil perbulan dngn jangka waktu 3 bulan,positive
Raditya Palmas,1,pengajuan gagal. mohon data data pribadi saya dihapus dan tidak disalah gunakan terhitung sejak tgl hari ini 30/7/2025,2025-07-30 15:14:15,pengajuan gagal. mohon data data pribadi saya dihapus dan tidak disalah gunakan terhitung sejak tgl hari ini 3072025,neutral
Gustari Gina,5,oke,2025-07-30 15:08:52,oke,positive
Nasi Uduk,5,proses nya sangat cepat rekomendasi bgtt tenor nya juga lama,2025-07-30 15:08:49,proses nya sangat cepat rekomendasi bgtt tenor nya juga lama,positive
Utami Sri,1,apk tolol saya pelunasan cepat tidak telat tapi mau pj lagi tidak bisa,2025-07-30 15:07:00,apk tolol saya pelunasan cepat tidak telat tapi mau pj lagi tidak bisa,neutral
Sulaeman Family,3,selalu di tolak terus,2025-07-30 15:01:33,selalu di tolak terus,negative
Kemas yazid,5,sangat bagus,2025-07-30 14:57:55,sangat bagus,positive
Nur Hafifah,5,"Alhamdulillah di ACC, makasih ya kak walaupun dapet limit cuma 200 tapi emng bnr"" ngebantu kebetulan butuh buat makan.",2025-07-30 14:57:41,"Alhamdulillah di ACC, makasih ya kak walaupun dapet limit cuma 200 tapi emng bnr ngebantu kebetulan butuh buat makan.",positive
Enik Indrawati,1,padahal udah lunas tapi diteror wa terus menerus ! tolong hapus akun saya !!!!!!,2025-07-30 14:53:02,padahal udah lunas tapi diteror wa terus menerus ! tolong hapus akun saya !!!!!!,negative
Achmad Yusup,5,sangat membantu sekali,2025-07-30 14:35:05,sangat membantu sekali,positive
Dimas Adi Kurmina (Dhimaz_Uno),1,tidak ada penghapusan akun sesuai di detail aplikasi... padahal ndak ada ambil pinjaman,2025-07-30 14:32:17,tidak ada penghapusan akun sesuai di detail aplikasi... padahal ndak ada ambil pinjaman,neutral
Noerrahman Aziz,5,"kita bisa pinjam LG .meski pinjaman lama blum lunas,,,bunga sih lumayan gede tp dgn tenor lama wajar sih",2025-07-30 14:31:34,"kita bisa pinjam LG .meski pinjaman lama blum lunas,,,bunga sih lumayan gede tp dgn tenor lama wajar sih",positive
Uji agus Pujianto,5,bunga flat,2025-07-30 14:29:52,bunga flat,positive
Abdul Aziz,5,lumayan bagus apknya cuma setiap sudah melakukan pembayaran lama banget padah sudah berhasil. tolong lebih di tingkatkan lagi sayangkan udah bagus apknya. terimaksh,2025-07-30 14:13:54,lumayan bagus apknya cuma setiap sudah melakukan pembayaran lama banget padah sudah berhasil. tolong lebih di tingkatkan lagi sayangkan udah bagus apknya. terimaksh,positive
Muhammad Rizky,5,mudahan brasil soalnya teman saya berasil semua,2025-07-30 14:08:07,mudahan brasil soalnya teman saya berasil semua,neutral
Ismail Guntoro,3,"sudah suku bunga terlalu besar , customer service pelayanannya pun sangat tidak membantu penyelesaian juga tidak teratasi , atas nama nya ""live chat"" tetapi ketika menjawab hanya dengan jawaban yang sama, terlanjur download biar saja selesai dan tak perlu dipergunakan kembali , ini pengalaman saya tidak tahu untuk pengalaman teman teman lain",2025-07-30 14:03:59,"sudah suku bunga terlalu besar , customer service pelayanannya pun sangat tidak membantu penyelesaian juga tidak teratasi , atas nama nya live chat tetapi ketika menjawab hanya dengan jawaban yang sama, terlanjur download biar saja selesai dan tak perlu dipergunakan kembali , ini pengalaman saya tidak tahu untuk pengalaman teman teman lain",negative
Aldo Alfonsius,5,cepat,2025-07-30 13:57:06,cepat,positive
Ilham Pangestu,1,yth. bapak/ibu Saya yang bernama Ilham Pangestu meminta tolong untuk menghapus data pribadi saya di aplikasi ini dikarenakan pinjaman saya tidak dapat di proses atau ditolak saya tunggu balasan dari bapak/ibu Terimakasih,2025-07-30 13:50:14,yth. bapakibu Saya yang bernama Ilham Pangestu meminta tolong untuk menghapus data pribadi saya di aplikasi ini dikarenakan pinjaman saya tidak dapat di proses atau ditolak saya tunggu balasan dari bapakibu Terimakasih,neutral
Adit Maneh,5,keren,2025-07-30 13:49:41,keren,positive
aulia imutz,5,mantap,2025-07-30 13:47:00,mantap,positive
nyimas nurhayati,5,proses cepat dan tidak ribet,2025-07-30 13:41:21,proses cepat dan tidak ribet,positive
cecep fiit,4,ada potongan nya ternyata,2025-07-30 13:36:38,ada potongan nya ternyata,neutral
Muhammad Alfatih,1,"serong dapat notif, tidak ada potongan awal, setelah di buka ternyata prank...biaya potong awal hampir 10 persen... tolong di perbaiki dong...",2025-07-30 13:20:19,"serong dapat notif, tidak ada potongan awal, setelah di buka ternyata prank...biaya potong awal hampir 10 persen... tolong di perbaiki dong...",negative
Iis Setiawati,5,baru ngajuin udh di proses gampang GK ribet terimakasih sukses selalu,2025-07-30 13:17:50,baru ngajuin udh di proses gampang GK ribet terimakasih sukses selalu,neutral
Deny Prihartono,5,top lah..,2025-07-30 13:07:47,top lah..,positive
TABIR SULIT TELUSURI TST,5,Bagus dan terpercaya,2025-07-30 13:02:58,Bagus dan terpercaya,positive
Ari Bsa,1,"Rupiah Cepat Ko Nelpon2, Terus , ..Brisik Banget , Padahal Ngga punya Tagihan Lohhh, ..Ini Harus Di Laporkan , Ini ..Sangat Mengganggu , Brisik Sekali, ..Tolong Dong Rupiah Cepat Stop",2025-07-30 12:56:44,"Rupiah Cepat Ko Nelpon2, Terus , ..Brisik Banget , Padahal Ngga punya Tagihan Lohhh, ..Ini Harus Di Laporkan , Ini ..Sangat Mengganggu , Brisik Sekali, ..Tolong Dong Rupiah Cepat Stop",negative
Hermanto Tanjung,5,mudah cepet ga satu menit cair...limit besar diatas 5jt..keren,2025-07-30 12:46:13,mudah cepet ga satu menit cair...limit besar diatas 5jt..keren,positive
Peco Bagnaai,5,"selamat siang, saya ingin berhenti menggunakan aplikasi rupiah cepat,alasan nya karna saya tidak mendapatkan limit pinjaman, terimakasih",2025-07-30 12:37:24,"selamat siang, saya ingin berhenti menggunakan aplikasi rupiah cepat,alasan nya karna saya tidak mendapatkan limit pinjaman, terimakasih",neutral
CowoK _ GagaL,5,good,2025-07-30 12:26:06,good,positive
frans alamsyah,5,bagus sekali proses cepat,2025-07-30 12:22:12,bagus sekali proses cepat,positive
